category,hotel,value,name
overall,88172,3.5,Hilton Indianapolis North
overall,88175,3.4,Sheraton Indianapolis City Centre Hotel
overall,1156950,4.3,Suburban Extended Stay N East
overall,91428,4.1,Sleep Inn Airport West
overall,91450,3.6,Holiday Inn Express Indianapolis South
overall,88151,3.7,Comfort Inn & Suites N at Pyramids
overall,1214250,3.5,La Quinta Inn Indianapolis East-Post Drive
overall,88158,4.0,Extend a Suites Indianapolis
overall,91553,3.8,BEST WESTERN Crossroads
overall,1026913,2.5,Value Place Lawrence
overall,240139,3.3,Super 8 Indianapolis/Emerson
overall,91446,3.0,Bridgemont Residence Inn
overall,224819,2.8,Quality Inn & Suites Airport
overall,91338,2.4,Motel 6 - Indianapolis North
overall,144736,2.0,Dollar Inn - Indianapolis
overall,635243,2.5,Comfort Inn & Suites German Church Road
overall,260932,1.0,InTown Suites Indianapolis North
overall,88140,2.3,Comfort Inn South
overall,665394,2.7,Dollar Inn Airport
overall,91443,2.2,Knights Inn South / Airport Indianapolis
overall,240136,2.2,Country Hearth Inn Indianapolis
overall,91484,3.0,Caribbean Cove Hotel & Conference Center
overall,120770,2.9,Red Roof Inn Indianapolis - South
overall,91608,3.0,Extended Stay America - Indianapolis - Airport
overall,240185,1.7,Econo Lodge Indianapolis
overall,268139,1.7,America's Best Inn & Suites Indianapolis / Airport Area
overall,582205,1.2,Rodeway Inn
overall,124015,1.2,Cavalier's Resort & Conference Center
overall,88148,1.7,Americas Best Value Inn Indianapolis / Speedway
overall,259022,1.1,Days Inn Indianapolis
overall,120774,2.0,Skyline Motel
overall,91442,1.7,Travel Inn
overall,275739,2.2,Quality Inn & Suites
overall,240187,1.6,Motel 6 Indianapolis - East
overall,120810,2.0,Dollar Inn - Castleton
overall,278566,1.9,Americas Best Value Inn-Indy East
overall,120811,1.0,Americas Best Value Inn - Indy Northwest
overall,120795,1.8,InTown Suites Indianapolis East
overall,120802,2.4,Motel 6 Indianapolis South
overall,91490,2.5,Super 8 Indianapolis College Park
overall,586270,1.4,Always Inn
overall,91436,1.3,Kings Inn of Indianapolis
overall,217026,1.0,Knights Inn Indianapolis
overall,91561,1.4,Indianapolis East Knights Inn
overall,241032,1.2,Indianapolis Budget Inn and Suites
overall,120767,1.0,American Inn West
overall,239898,2.6,Magnuson Hotel Castleton Inn
overall,1627952,3.0,Americas Best Value Inn-Indy South
overall,78887,2.2,Clarion Hotel & Conference Center
overall,88153,1.9,Best Inn
overall,141972,2.6,Quality Inn & Suites East
overall,223208,2.4,Ramada I-70 East Indianapolis
overall,120777,2.0,Mayfair Motel
overall,91515,3.4,BEST WESTERN Country Suites
overall,120803,3.0,Park Terrace Motel
overall,88143,3.2,Days Inn Indianapolis Airport
overall,288193,4.0,The Suites at 14 West
overall,120796,5.0,InTown Suites Indianapolis Northwest
overall,88138,3.0,Brickyard Crossing Golf Resort and Inn
overall,265878,2.7,Radisson Hotel Indianapolis Airport
overall,91496,3.6,Clarion Inn & Suites Northwest
overall,120813,3.4,Country Inn & Suites By Carlson Indianapolis-South
overall,518323,3.6,Country Inn & Suites Indianapolis NE at I-69
overall,251963,3.0,Super 8 Indianapolis South
overall,224809,3.1,BEST WESTERN Airport Suites
overall,91477,2.9,Days Inn & Suites Indianapolis NW
overall,88150,1.9,Indianapolis Days Inn & Suites Castleton
overall,91605,3.5,Ramada Airport Indianapolis
overall,91432,3.4,Ramada Limited Indianapolis West
overall,91506,3.3,The Gatehouse Suites Indianapolis
overall,224799,2.4,Comfort Inn East Indianapolis
overall,91599,3.5,Residence Inn Indianapolis Airport
overall,91542,2.3,Super 8 Motel Indianapolis / NE / Castleton Area
overall,224830,3.2,Extended Stay Deluxe - Indianapolis - Northwest - I-465
overall,91522,2.8,Extended Stay America - Indianapolis - North - Carmel
overall,91475,2.4,Extended Stay America - Indianapolis - Northwest - College Park
overall,91458,4.1,Fairfield Inn Indianapolis South
overall,91454,3.6,Comfort Inn
overall,120766,3.1,Extended Stay Deluxe - Indianapolis - Airport - W. Southern Ave.
overall,273699,2.4,Quality Inn Indianapolis
overall,223829,3.7,Fairfield Inn & Suites Indianapolis Northwest
overall,91573,3.1,University Place Conference Center & Hotel Indianapolis
overall,1759407,4.1,Candlewood Suites Indianapolis East
overall,91494,3.1,Courtyard Indianapolis Northwest
overall,91435,3.5,Comfort Inn & Suites West
overall,88161,2.7,Hampton Inn Indianapolis-East
overall,278568,2.5,Super 8 Indianapolis
overall,631597,3.9,Candlewood Suites Indianapolis Airport
overall,120783,3.8,Columbia Club
overall,88186,3.4,The Westin Indianapolis
overall,631598,4.0,Candlewood Suites Indianapolis Dwtn Medical Dist
overall,91474,3.3,TownePlace Suites Indianapolis NW
overall,88155,3.6,Embassy Suites Indianapolis - Downtown
overall,91609,3.6,Courtyard by Marriott Indianapolis Airport
overall,91457,4.1,Hampton Inn Indianapolis-South
overall,223363,4.3,Staybridge Suites Indianapolis - Fishers
overall,91551,4.1,Hyatt Place Indianapolis/Keystone
overall,1114620,4.3,Candlewood Suites Indianapolis
overall,1567301,3.8,Fort Harrison State Park Inn - Golf Resort & Conference Center
overall,88144,3.5,La Quinta Inn & Suites Indianapolis Downtown
overall,530673,2.3,La Quinta Inn Indianapolis North at Pyramids
overall,240134,3.5,BEST WESTERN Indianapolis South
overall,224820,3.2,Red Roof Inn Indianapolis North - College Park
overall,224810,4.0,Holiday Inn Express and Suites Indianapolis East
overall,1641470,4.0,Hilton Garden Inn Indianapolis Northwest
overall,91488,4.3,Holiday Inn Express Northwest-Park 100
overall,224793,2.8,La Quinta Inn Indianapolis Airport Executive Drive
overall,674056,4.3,Staybridge Suites Indianapolis - City Centre
overall,91500,2.7,The Marten House Hotel
overall,88162,4.1,Crowne Plaza Indianapolis Airport
overall,91479,3.0,Extended Stay America-West 86th Street
overall,1239568,4.7,Candlewood Suites Indianapolis Northwest
overall,91519,4.0,Courtyard by Marriott Indianapolis Carmel
overall,223827,3.9,Fairfield Inn & Suites Indianapolis East
overall,224814,4.4,Motel 6 Pyramid's Indianapolis
overall,111624,4.2,Hampton Inn Indianapolis Dwtn Across from Circle Centre
overall,653125,4.4,Microtel Inn & Suites by Wyndham Indianapolis Airport
overall,91602,2.8,La Quinta Inn Indianapolis Airport Lynhurst
overall,91509,4.4,Marriott Indianapolis North
overall,114631,3.8,Canterbury Hotel
overall,88188,2.9,Holiday Inn Indianapolis North/Carmel
overall,656462,4.3,Baymont Inn and Suites Indianapolis
overall,88168,3.5,Hyatt Regency Indianapolis
overall,1235801,4.3,Hilton Garden Inn Indianapolis Airport
overall,91462,3.6,Courtyard Indianapolis South
overall,278565,3.8,Holiday Inn Express Indianapolis Downtown City Centre
overall,1201174,4.4,Hampton Inn & Suites Indianapolis-Airport
overall,224259,4.3,Hilton Indianapolis
overall,1514254,4.2,Fairfield Inn & Suites Indianapolis Downtown
overall,91440,3.6,La Quinta Inn & Suites Indianapolis South
overall,224831,3.7,Wingate By Wyndham Indianapolis Airport-Rockville Rd.
overall,91441,4.1,Baymont Inn & Suites Indianapolis South
overall,634658,4.5,Homewood Suites by Hilton Indianapolis Northwest
overall,91596,3.9,Courtyard by Marriott Indianapolis at the Capitol
overall,120798,3.3,Jameson Inn of Indy Castleton
overall,582252,4.4,Homewood Suites by Hilton Indianapolis-Downtown
overall,91491,4.2,Drury Inn Indianapolis
overall,120794,4.3,Hyatt Place Indianapolis Airport
overall,1456709,4.6,Hilton Garden Inn Indianapolis South/Greenwood
overall,88171,3.5,Marriott Indianapolis East
overall,91577,4.1,Residence Inn Indianapolis Downtown on the Canal
overall,223833,4.4,TownePlace Suites Indianapolis Keystone
overall,91527,4.5,Residence Inn Indianapolis Fishers
overall,1592809,4.5,Courtyard Indianapolis Downtown
overall,1479845,4.5,SpringHill Suites Indianapolis Downtown
overall,88173,3.9,Omni Severin Hotel
overall,91558,3.1,La Quinta Inn Indianapolis East
overall,111623,3.9,Embassy Suites Indianapolis North
overall,224832,4.6,Wingate by Wyndham Indianapolis Northwest
overall,1236866,4.6,Hampton Inn Indianapolis Northwest - Park 100
overall,1008647,4.7,Comfort Suites Indianapolis
overall,1206274,4.7,Drury Inn & Suites Indianapolis Northeast
overall,1762915,4.6,JW Marriott Indianapolis
overall,100599,3.6,Holiday Inn Charlotte - Center City
overall,100566,3.7,Sleep Inn University Place
overall,94166,3.8,Charlotte Marriott Executive Park
overall,223203,3.9,Hilton Garden Inn Charlotte Uptown
overall,1176230,4.3,Hilton Garden Inn Charlotte/Ayrsley
overall,95300,3.2,Hawthorn Suites By Wyndham Dearborn
overall,89999,2.9,St. Regis
overall,95308,2.8,Detroit Regency Hotel
overall,1190550,3.0,Super 8 Motel Taylor
overall,114654,2.9,Shorecrest Motor Inn
overall,89998,2.1,The Leland
overall,605656,2.7,Corktown Inn
overall,89995,2.3,Milner Hotel
overall,1901088,1.0,A Victory Inn-East Dearborn
overall,100637,3.8,Hawthorn Suites by Wyndham Charlotte - Executive Center
overall,223916,3.5,SpringHill Suites Charlotte University Research Park
overall,100568,3.8,Sleep Inn Billy Graham Parkway
overall,577342,3.9,Residence Inn Charlotte SouthPark
overall,223374,3.7,Sonesta ES Suites Charlotte
overall,94130,3.7,Crowne Plaza Charlotte
overall,3263526,3.7,Courtyard Charlotte Billy Graham Parkway
overall,1593882,3.0,Red Roof Inn Charlotte UNCC
overall,225335,2.9,Suburban Extended Stay Hotel of Charlotte - WT Harris
overall,628474,3.0,Four Points by Sheraton Charlotte
overall,121868,2.6,Country Inn & Suites By Carlson - Charlotte - I-85 Airport
overall,223210,2.8,Knights Inn Charlotte
overall,100870,2.7,Sleep Inn North Lake
overall,100582,2.6,BEST WESTERN PLUS Charlotte/Matthews
overall,94093,1.8,Baymont Inn and Suites Charlotte-Airport
overall,121859,3.0,Extended Stay America - Charlotte - Airport
overall,94179,3.5,Holiday Inn - Merchandise Mart
overall,3461669,1.5,Charlotte Inn
overall,100535,1.0,Southern Comfort Inn
overall,100607,2.0,Extended Stay America - Charlotte - Tyvola Rd.
overall,94097,1.0,Value Lodge
overall,121862,3.5,Homestead Lodge - Airport
overall,3452538,1.0,Rodeway Inn
overall,94184,2.5,Motel 6 Charlotte Coliseum
overall,94173,2.0,Airport Parkway Inn
overall,530678,2.3,Knights Inn Charlotte South
overall,121921,1.0,InTown Suites Charlotte Northeast
overall,94108,2.5,Woodlawn Inn
overall,100634,1.8,Super 8 Charlotte Amusement Park
overall,121855,2.2,Queen City Inn
overall,100612,1.7,Econo Lodge Coliseum Area
overall,100638,3.1,Brookwood Inn - Charlotte
overall,100633,1.5,Knights Inn Charlotte
overall,656554,1.7,Charlotte Express Inn
overall,121870,3.1,VanLandingham Estate
overall,1905160,3.0,Arlington Suites
overall,240570,1.6,Super 8 Charlotte Sunset Road
overall,225337,1.0,InTown Suites Charlotte Central
overall,121861,2.5,Rodeway Inn Charlotte \ Downtown
overall,94168,1.9,Motel 6 Charlotte - South
overall,94186,1.9,Red Roof Inn Charlotte Airport West
overall,225334,2.7,Studio 6 Charlotte Airport
overall,94187,1.2,Americas Best Value Inn & Suites-Charlotte
overall,275354,1.5,La Casa Inn
overall,94109,1.3,City Center Inn
overall,94156,1.4,Americas Best Value Inn & Suites Charlotte
overall,1007630,2.6,Greenleafe Inn
overall,94152,1.9,Budget Inn Charlotte
overall,559397,1.3,Country Hearth Inn Charlotte
overall,94091,1.6,Golden Green Hotel
overall,100559,3.8,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park
overall,100629,2.5,Days Inn Woodlawn Rd. Near Carowinds
overall,100606,2.5,Extended Stay America - Charlotte - University Place
overall,1533531,3.4,Econo Lodge Inn & Suites
overall,262983,3.1,Royal Inn Charlotte Airport Hotel
overall,1225443,5.0,Adams Mark Hotel
overall,94202,2.0,Super 8 Charlotte University
overall,100601,3.8,Fairfield Inn Charlotte/Northlake
overall,309952,1.8,Days Inn Charlotte / Sunset Road
overall,273191,3.0,Comfort Suites Airport
overall,94149,2.2,Budget Inn
overall,258775,2.8,Sun Suites of Charlotte
overall,94132,3.2,Quality Inn - Charlotte
overall,121918,2.8,Microtel Inn by Wyndham Charlotte/University Place
overall,94085,2.6,The Blake Hotel
overall,94140,2.8,Holiday Inn Airport Charlotte Hotel
overall,94095,3.2,Days Inn Airport North Charlotte
overall,94146,2.4,Ramada Airport South & Conference Center
overall,115304,1.0,Bradley Motel
overall,94127,2.2,Ramada Charlotte Northeast
overall,223211,4.0,North Charlotte Inn
overall,94199,3.5,BEST WESTERN PLUS Sterling Hotel & Suites
overall,121917,2.8,Microtel Inn by Wyndham Charlotte Airport
overall,94158,2.4,Quality Inn & Suites
overall,100627,2.9,Comfort Inn Executive Park
overall,100621,3.1,Comfort Suites University Area
overall,100631,2.5,Days Inn Charlotte North - Speedway - UNCC - Research Park
overall,94126,3.4,Econo Lodge Inn & Suites Charlotte Airport
overall,94114,2.6,Super 8 Charlotte/Downtown Area
overall,94102,4.0,Courtyard Charlotte Arrowood
overall,100563,2.7,Extended Stay America - Charlotte - Pineville - Pineville Matthews Rd.
overall,94100,4.2,Continental Inn
overall,99984,3.4,Extended Stay America - Charlotte - Pineville - Park Rd.
overall,94206,3.3,Doubletree Hotel Charlotte Airport
overall,94103,3.9,Courtyard by Marriott Charlotte SouthPark
overall,223918,4.0,TownePlace Suites Charlotte University Research Park
overall,94192,3.6,Rodeway Inn
overall,100556,4.5,Extended Stay America - Charlotte - University Place - E. McCullough Dr.
overall,2723843,4.0,Home2 Suites by Hilton Charlotte I-77 South
overall,223202,3.5,Hilton Garden Inn Charlotte North
overall,223917,3.3,TownePlace Suites by Marriott Charlotte Arrowood
overall,1164710,3.4,Aloft Charlotte Uptown at the EpiCentre
overall,100546,3.9,Hampton Inn University Place
overall,100529,3.5,Homewood Suites by Hilton Charlotte-North/University Research Park
overall,94142,3.2,Holiday Inn Charlotte-University Place
overall,252496,3.9,SpringHill Suites Charlotte Airport
overall,223215,4.2,Residence Inn Charlotte Piper Glen
overall,219666,3.1,DoubleTree Suites by Hilton Hotel Charlotte - SouthPark
overall,258771,3.7,Country Inn & Suites University Place
overall,1647936,1.0,Cranbrook Inn
overall,95312,1.7,Stay Inn & Suites
overall,95305,1.0,A Victory Inn & Suites
overall,530320,1.5,Viking Motel
overall,239806,4.3,Wingate By Wyndham Charlotte Airport I-85/I-485
overall,258879,3.8,Westin Charlotte
overall,94133,3.2,La Quinta Inn & Suites Charlotte Airport North
overall,223201,3.5,Omni Charlotte Hotel
overall,223198,3.9,Hampton Inn and Suites Charlotte - Arrowood Rd.
overall,223197,3.9,Courtyard by Marriott Charlotte City Center
overall,100604,3.8,Fairfield Inn Charlotte Arrowood
overall,114390,4.2,Morehead Inn
overall,239919,3.9,MainStay Suites
overall,100636,3.5,Candlewood Suites - Charlotte University
overall,94194,3.8,Hilton Charlotte Executive Park
overall,94122,3.6,Embassy Suites Hotel Charlotte
overall,121909,3.6,Suburban Extended Stay Charlotte-Pineville
overall,94196,3.4,Sheraton Charlotte Airport Hotel
overall,100511,3.7,Courtyard by Marriott Charlotte Airport
overall,223204,3.8,Homewood Suites by Hilton Charlotte Airport / Coliseum
overall,100616,4.0,Courtyard Charlotte Ballantyne
overall,94171,3.5,Hilton Charlotte Center City
overall,94191,4.2,Residence Inn Charlotte University Research Park
overall,94163,4.0,Charlotte Marriott City Center
overall,1382115,4.4,SpringHill Suites Charlotte Ballantyne
overall,94205,3.8,Charlotte Marriott SouthPark
overall,100552,3.7,DoubleTree by Hilton Hotel Charlotte - Gateway Village
overall,631590,4.1,Holiday Inn Express Charlotte-Arrowood
overall,90003,4.3,The Westin Detroit Metropolitan Airport
overall,94105,3.7,Courtyard Charlotte University Research Park
overall,223196,4.4,Comfort Suites Charlotte Northlake
overall,2156247,3.1,Roberts Riverwalk Hotel & Residence Detroit
overall,94554,4.1,Marriott Detroit Airport
overall,674740,3.8,MotorCity Casino Hotel
overall,224064,3.6,Detroit Marriott at the Renaissance Center
overall,256897,3.4,Holiday Inn Express Detroit - Downtown
overall,95294,3.6,The Atheneum
overall,114661,3.8,Courtyard by Marriott Detroit Downtown
overall,288605,3.8,Hilton Garden Inn Detroit Downtown
overall,1230421,4.0,Doubletree by Hilton Detroit Downtown - Fort Shelby
overall,1236680,4.1,Greektown Casino Hotel
overall,674735,4.1,MGM Grand Detroit
overall,95302,4.3,Doubletree by Hilton Hotel Detroit-Dearborn
overall,782678,4.2,The Westin Book Cadillac Detroit
overall,242702,4.6,Inn on Ferry Street
overall,246937,4.5,The Blackwell
overall,100515,3.8,Residence Inn Charlotte South at I-77/Tyvola Road
overall,100518,4.0,La Quinta Inn & Suites Charlotte Airport South
overall,217635,4.0,HYATT house Charlotte Airport
overall,1016257,4.3,Hyatt Place Charlotte/Arrowood
overall,121915,3.9,Renaissance Charlotte Suites
overall,100613,4.4,Drury Inn & Suites Charlotte North
overall,100632,4.3,Wingate by Wyndham Charlotte Airport South/ I-77 Tyvola
overall,655612,4.0,Renaissance Charlotte SouthPark Hotel
overall,100524,3.0,Hyatt Place Charlotte Airport/Tyvola Road
overall,301309,4.1,Dunhill Hotel
overall,223213,3.8,Microtel Inn & Suites by Wyndham Charlotte/Northlake
overall,121910,3.9,Hyatt Place Charlotte City Park
overall,223199,4.0,Hampton Inn Charlotte - Uptown
overall,1987298,4.4,Homewood Suites Charlotte/Ayrsley
overall,223195,4.4,The Ballantyne Hotel and Lodge
overall,1566903,4.5,Aloft Charlotte Ballantyne
overall,1510383,4.6,The Ritz-Carlton - Charlotte
overall,94136,4.2,Hilton Charlotte University Place
overall,1236686,4.6,Hampton Inn and Suites Charlotte Airport
overall,223888,3.5,Courtyard by Marriott Fort Worth Downtown/Blackstone
overall,109130,3.2,Sheraton Fort Worth Hotel and Spa
overall,109205,3.3,Americas Best Value Inn Forth Worth
overall,73551,2.6,Super 8 Fort Worth/Downtown Area
overall,109111,3.3,TownePlace Suites Fort Worth Southwest
overall,277885,3.9,Super 8 Meacham / North Fort Worth
overall,627514,3.0,Value Place Fort Worth Fossil
overall,2049085,3.7,Comfort Suites at Lake Worth
overall,224283,3.8,Hampton Inn Ft. Worth - Southwest I-20
overall,98839,4.1,Quality Inn & Suites
overall,109187,3.6,Courtyard by Marriott Fort Worth University Drive
overall,109138,3.5,Radisson Hotel Ft Worth - Fossil Creek
overall,109178,2.1,Crossland Economy Studios - Fort Worth - Fossil Creek
overall,109088,2.6,Residence Inn Fort Worth Fossil Creek
overall,1222239,4.5,La Quinta Fort Worth West Hotel
